Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
38,No,Travel_Frequently,Research & Development,3,4,Other,1,1060,3,Male,3,1,Research Scientist,3,Married,28210,3,Y,No,16,3,1,80,1,8,2,3,2,2,2,2
50,No,Travel_Rarely,Research & Development,2,4,Medical,1,1061,2,Male,3,5,Research Director,3,Married,192370,2,Y,Yes,11,3,4,80,1,29,2,2,8,1,7,7
37,No,Travel_Rarely,Research & Development,3,3,Other,1,1062,4,Female,3,2,Healthcare Representative,2,Single,41070,3,Y,No,15,3,1,80,0,8,3,2,4,3,0,1
40,No,Travel_Rarely,Sales,26,3,Marketing,1,1066,3,Male,3,2,Sales Executive,1,Married,83960,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5
26,No,Travel_Frequently,Research & Development,1,1,Medical,1,1068,1,Female,2,1,Research Scientist,3,Divorced,20070,1,Y,No,13,3,3,80,2,5,5,3,5,3,1,3
46,No,Travel_Rarely,Research & Development,1,4,Medical,1,1069,4,Male,3,5,Research Director,4,Divorced,196270,9,Y,No,17,3,4,80,2,23,0,3,2,2,2,2
54,No,Travel_Rarely,Sales,2,4,Science,1,1070,3,Female,2,3,Sales Executive,3,Married,106860,6,Y,No,11,3,2,80,1,13,4,3,9,4,7,0
56,No,Travel_Frequently,Research & Development,9,3,Medical,1,1071,1,Female,3,1,Research Scientist,3,Married,29420,2,Y,No,19,3,2,80,1,18,4,3,5,4,0,3
36,No,Travel_Rarely,Research & Development,12,5,Medical,1,1073,4,Female,2,3,Manufacturing Director,4,Single,88580,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8
55,No,Non-Travel,Research & Development,2,1,Medical,1,1074,3,Male,2,4,Manager,1,Single,167560,7,Y,No,15,3,2,80,0,31,3,4,9,7,6,2
43,No,Travel_Rarely,Sales,25,3,Medical,1,1076,3,Male,2,3,Sales Executive,4,Divorced,107980,5,Y,No,13,3,3,80,1,18,5,3,1,0,0,0
20,Yes,Travel_Frequently,Sales,9,3,Marketing,1,1077,4,Female,3,1,Sales Representative,4,Single,23230,1,Y,Yes,14,3,2,80,0,2,3,3,2,2,0,2
21,Yes,Travel_Rarely,Research & Development,10,3,Science,1,1079,3,Female,2,1,Laboratory Technician,1,Single,14160,1,Y,No,13,3,1,80,0,1,6,2,1,0,1,0
46,No,Travel_Rarely,Research & Development,8,4,Science,1,1080,4,Female,2,2,Research Scientist,1,Divorced,46150,8,Y,Yes,23,4,1,80,3,19,2,3,16,13,1,7
51,Yes,Travel_Rarely,Research & Development,4,4,Science,1,1081,1,Male,3,1,Research Scientist,3,Married,24610,9,Y,Yes,12,3,3,80,3,18,2,4,10,0,2,7
28,Yes,Non-Travel,Research & Development,24,2,Technical Degree,1,1082,2,Male,2,3,Healthcare Representative,1,Single,87220,1,Y,No,12,3,1,80,0,10,2,2,10,7,1,9
26,No,Travel_Rarely,Research & Development,1,2,Medical,1,1083,1,Male,2,1,Laboratory Technician,1,Married,39550,1,Y,No,16,3,1,80,2,6,2,3,5,3,1,3
30,No,Travel_Rarely,Research & Development,20,3,Other,1,1084,3,Male,3,2,Manufacturing Director,1,Married,99570,0,Y,No,15,3,3,80,1,7,1,2,6,2,0,2
41,No,Travel_Rarely,Research & Development,7,2,Technical Degree,1,1085,2,Female,4,1,Research Scientist,3,Married,33760,1,Y,No,13,3,3,80,0,10,3,3,10,6,0,8
38,No,Travel_Rarely,Research & Development,17,1,Science,1,1088,3,Female,2,3,Healthcare Representative,3,Married,88230,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9
40,No,Travel_Rarely,Research & Development,20,4,Technical Degree,1,1092,1,Male,3,3,Healthcare Representative,4,Married,103220,4,Y,No,20,4,4,80,1,14,6,3,11,10,11,1
27,No,Non-Travel,Research & Development,8,5,Science,1,1094,1,Male,1,1,Laboratory Technician,3,Married,46210,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2
55,No,Travel_Frequently,Research & Development,2,1,Science,1,1096,4,Male,3,3,Manufacturing Director,2,Married,109760,3,Y,No,18,3,2,80,1,23,4,3,3,2,1,2
28,No,Travel_Rarely,Research & Development,10,3,Other,1,1097,3,Female,3,2,Research Scientist,3,Single,36600,3,Y,No,13,3,4,80,0,10,4,4,8,7,1,7
44,Yes,Travel_Rarely,Human Resources,1,2,Medical,1,1098,2,Male,2,3,Human Resources,1,Married,104820,9,Y,No,14,3,4,80,1,24,1,3,20,6,3,6
33,No,Travel_Rarely,Research & Development,5,3,Science,1,1099,4,Male,2,3,Healthcare Representative,4,Divorced,71190,4,Y,No,15,3,3,80,1,9,2,3,3,2,1,2
35,Yes,Travel_Rarely,Sales,4,3,Technical Degree,1,1100,4,Male,3,3,Sales Executive,1,Single,95820,0,Y,Yes,22,4,1,80,0,9,2,3,8,7,4,7
33,Yes,Travel_Frequently,Research & Development,29,4,Medical,1,1101,1,Female,2,2,Research Scientist,3,Single,45080,1,Y,No,22,4,2,80,0,14,4,3,13,7,3,8
28,No,Travel_Rarely,Research & Development,15,2,Science,1,1102,1,Male,3,1,Laboratory Technician,3,Divorced,22070,1,Y,No,16,3,4,80,1,4,5,2,4,2,2,2
34,No,Travel_Frequently,Research & Development,3,1,Science,1,1103,1,Male,3,2,Healthcare Representative,4,Single,77560,0,Y,No,17,3,3,80,0,7,1,2,6,2,0,4
37,No,Travel_Rarely,Sales,10,4,Science,1,1105,4,Female,2,2,Sales Executive,4,Divorced,66940,2,Y,Yes,14,3,3,80,3,8,5,3,1,0,0,0
25,Yes,Travel_Rarely,Research & Development,4,1,Technical Degree,1,1106,4,Male,3,1,Laboratory Technician,4,Married,36910,1,Y,Yes,15,3,2,80,1,7,3,4,7,7,5,6
26,Yes,Travel_Rarely,Research & Development,21,3,Medical,1,1107,1,Male,3,1,Laboratory Technician,3,Divorced,23770,1,Y,No,20,4,3,80,1,1,0,2,1,1,0,0
33,Yes,Travel_Rarely,Research & Development,25,3,Medical,1,1108,1,Male,2,1,Research Scientist,2,Single,23130,4,Y,Yes,20,4,2,80,0,5,0,3,2,2,2,2
42,No,Travel_Rarely,Research & Development,2,2,Medical,1,1109,4,Male,3,4,Manager,1,Married,176650,0,Y,No,17,3,4,80,1,23,3,3,22,6,13,7
28,Yes,Travel_Frequently,Research & Development,1,3,Medical,1,1111,1,Male,2,1,Laboratory Technician,2,Divorced,25960,1,Y,No,15,3,1,80,2,1,2,3,1,0,0,0
50,Yes,Travel_Frequently,Sales,1,4,Other,1,1113,4,Male,3,2,Sales Executive,3,Single,47280,3,Y,Yes,14,3,4,80,0,5,4,3,0,0,0,0
33,No,Travel_Frequently,Sales,7,3,Science,1,1114,4,Female,3,2,Sales Executive,2,Married,43020,0,Y,No,17,3,3,80,1,4,3,3,3,2,0,2
34,No,Non-Travel,Research & Development,3,4,Science,1,1115,3,Male,2,1,Research Scientist,4,Married,29790,3,Y,No,17,3,4,80,3,6,2,3,0,0,0,0
48,No,Non-Travel,Research & Development,1,4,Medical,1,1116,1,Male,4,4,Manager,4,Single,168850,2,Y,No,22,4,3,80,0,27,3,2,5,4,2,1
45,No,Non-Travel,Sales,9,4,Science,1,1117,2,Female,2,2,Sales Executive,3,Married,55930,1,Y,No,13,3,4,80,1,15,2,3,15,10,4,12
52,No,Travel_Rarely,Research & Development,7,4,Science,1,1118,2,Male,3,3,Healthcare Representative,2,Single,104450,7,Y,No,19,3,4,80,0,18,4,3,8,6,4,0
38,No,Travel_Rarely,Sales,10,4,Marketing,1,1119,3,Male,2,3,Sales Executive,3,Divorced,87400,0,Y,Yes,14,3,2,80,2,9,2,3,8,7,2,7
29,No,Travel_Rarely,Research & Development,28,4,Science,1,1120,3,Female,3,1,Research Scientist,4,Divorced,25140,4,Y,No,22,4,1,80,1,11,1,3,7,5,1,7
28,No,Travel_Rarely,Research & Development,3,3,Medical,1,1121,4,Female,3,3,Manufacturing Director,2,Divorced,76550,0,Y,No,17,3,2,80,3,10,3,2,9,7,1,7
46,No,Travel_Rarely,Sales,3,1,Marketing,1,1124,1,Male,3,4,Manager,3,Married,174650,3,Y,No,12,3,4,80,1,23,3,3,12,9,4,9
38,No,Travel_Rarely,Sales,2,2,Marketing,1,1125,4,Male,3,3,Sales Executive,2,Single,73510,7,Y,No,16,3,3,80,0,10,2,3,1,0,0,0
43,No,Travel_Frequently,Research & Development,27,3,Science,1,1126,3,Female,3,3,Manufacturing Director,1,Married,108200,8,Y,No,11,3,3,80,1,18,1,3,8,7,0,1
39,Yes,Travel_Frequently,Research & Development,2,3,Science,1,1127,1,Male,3,4,Healthcare Representative,4,Divorced,121690,7,Y,No,11,3,4,80,3,21,4,3,18,7,11,5
40,No,Travel_Rarely,Research & Development,14,3,Medical,1,1128,3,Male,2,5,Research Director,3,Single,196260,1,Y,No,14,3,1,80,0,21,2,4,20,7,4,9
21,No,Travel_Rarely,Research & Development,1,1,Technical Degree,1,1131,4,Female,2,1,Research Scientist,2,Single,20700,1,Y,Yes,11,3,3,80,0,2,6,4,2,2,2,2
39,No,Non-Travel,Research & Development,9,3,Science,1,1132,3,Male,3,2,Laboratory Technician,2,Single,67820,9,Y,No,15,3,3,80,0,9,2,2,5,4,0,3
36,No,Non-Travel,Research & Development,18,4,Science,1,1133,1,Male,3,2,Manufacturing Director,4,Single,77790,2,Y,No,20,4,1,80,0,18,0,3,11,9,0,9
31,No,Travel_Frequently,Sales,20,3,Science,1,1135,3,Male,4,1,Sales Representative,4,Married,27910,0,Y,No,12,3,1,80,1,3,4,3,2,2,2,2
28,No,Travel_Rarely,Research & Development,2,1,Science,1,1136,1,Male,2,1,Research Scientist,2,Married,32010,0,Y,No,17,3,1,80,0,6,2,1,5,3,0,4
35,No,Travel_Frequently,Sales,11,2,Marketing,1,1137,4,Male,3,2,Sales Executive,4,Divorced,49680,1,Y,No,11,3,4,80,1,5,3,3,5,2,0,2
49,No,Travel_Rarely,Sales,8,4,Technical Degree,1,1138,4,Male,2,4,Sales Executive,2,Married,131200,6,Y,No,17,3,2,80,1,22,3,3,9,8,2,3
34,No,Travel_Frequently,Research & Development,2,2,Science,1,1140,4,Male,3,2,Manufacturing Director,3,Single,40330,2,Y,No,11,3,4,80,0,5,3,2,3,2,0,2
29,No,Travel_Frequently,Research & Development,10,3,Science,1,1143,4,Female,3,1,Research Scientist,2,Divorced,32910,0,Y,No,14,3,4,80,2,8,2,2,7,5,1,1
42,No,Travel_Rarely,Research & Development,29,3,Medical,1,1148,2,Male,1,2,Laboratory Technician,4,Single,42720,4,Y,No,19,3,1,80,0,16,3,3,1,0,0,0
29,No,Travel_Rarely,Research & Development,8,1,Medical,1,1150,2,Male,2,2,Manufacturing Director,4,Married,50560,1,Y,Yes,15,3,3,80,1,10,2,2,10,7,1,2
38,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,1152,3,Male,4,1,Human Resources,3,Married,28440,1,Y,No,13,3,4,80,1,7,2,4,7,6,5,0
28,No,Travel_Frequently,Research & Development,6,3,Science,1,1154,3,Male,2,1,Research Scientist,3,Divorced,27030,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2
18,Yes,Non-Travel,Research & Development,8,1,Medical,1,1156,3,Male,3,1,Laboratory Technician,3,Single,19040,1,Y,No,12,3,4,80,0,0,0,3,0,0,0,0
33,Yes,Travel_Rarely,Sales,9,4,Marketing,1,1157,1,Female,3,2,Sales Executive,1,Single,82240,0,Y,Yes,17,3,1,80,0,6,3,3,5,2,0,3
41,No,Travel_Rarely,Research & Development,12,4,Science,1,1158,2,Male,3,1,Laboratory Technician,4,Married,47660,3,Y,Yes,11,3,1,80,1,6,4,3,1,0,0,0
31,Yes,Travel_Frequently,Research & Development,15,3,Medical,1,1160,3,Male,3,1,Laboratory Technician,3,Married,26100,1,Y,No,12,3,3,80,1,2,5,2,2,2,2,2
37,No,Travel_Rarely,Research & Development,25,2,Medical,1,1161,3,Female,2,2,Healthcare Representative,4,Divorced,57310,7,Y,No,13,3,3,80,2,9,2,3,6,2,1,3
27,No,Travel_Rarely,Research & Development,6,3,Science,1,1162,4,Male,2,1,Research Scientist,3,Married,25390,1,Y,No,13,3,3,80,1,4,0,3,4,2,2,2
34,No,Travel_Rarely,Sales,9,1,Science,1,1163,2,Female,3,2,Sales Executive,3,Married,57140,1,Y,No,20,4,1,80,0,6,3,2,6,5,1,3
35,No,Travel_Rarely,Human Resources,8,4,Technical Degree,1,1164,3,Male,3,1,Human Resources,3,Single,43230,1,Y,No,17,3,2,80,0,6,2,1,5,4,1,4
29,Yes,Travel_Rarely,Sales,23,1,Science,1,1165,4,Female,2,3,Sales Executive,1,Married,73360,1,Y,No,13,3,1,80,1,11,3,1,11,8,3,10
40,No,Travel_Frequently,Research & Development,9,4,Medical,1,1166,2,Female,3,3,Research Director,3,Single,134990,9,Y,No,17,3,3,80,0,20,3,2,18,7,2,13
42,Yes,Travel_Frequently,Sales,12,3,Science,1,1167,3,Male,3,4,Sales Executive,1,Single,137580,0,Y,Yes,12,3,2,80,0,22,2,2,21,9,13,14
42,No,Travel_Rarely,Sales,4,4,Marketing,1,1171,2,Male,3,2,Sales Executive,1,Single,51550,7,Y,No,13,3,4,80,0,9,3,4,6,4,1,5
35,No,Travel_Rarely,Research & Development,1,4,Medical,1,1172,4,Male,2,1,Laboratory Technician,3,Married,22580,6,Y,No,12,3,2,80,1,10,2,3,8,0,1,7
24,No,Travel_Rarely,Research & Development,24,3,Medical,1,1173,4,Male,3,1,Laboratory Technician,2,Single,35970,8,Y,No,22,4,4,80,0,6,2,3,4,3,1,2
28,Yes,Travel_Rarely,Research & Development,12,1,Science,1,1175,3,Female,3,1,Laboratory Technician,4,Married,25150,1,Y,Yes,11,3,4,80,0,1,4,2,1,1,0,0
26,No,Travel_Rarely,Research & Development,3,4,Medical,1,1177,1,Male,4,1,Laboratory Technician,4,Married,44200,1,Y,No,22,4,2,80,1,8,2,3,8,7,0,7
30,No,Travel_Rarely,Sales,10,3,Marketing,1,1179,3,Male,2,2,Sales Executive,3,Married,65780,1,Y,No,18,3,1,80,1,10,3,3,10,3,1,4
40,No,Travel_Frequently,Research & Development,26,2,Medical,1,1180,3,Female,2,2,Research Scientist,4,Married,44220,3,Y,Yes,13,3,4,80,1,16,3,1,1,1,0,0
35,No,Travel_Rarely,Research & Development,2,3,Science,1,1182,3,Male,2,3,Manufacturing Director,2,Divorced,102740,2,Y,No,18,3,2,80,1,15,2,4,7,7,6,4
34,No,Travel_Frequently,Research & Development,1,3,Medical,1,1184,4,Male,2,2,Healthcare Representative,1,Single,53430,0,Y,No,20,4,3,80,0,14,3,3,13,9,4,9
35,No,Travel_Frequently,Research & Development,4,4,Other,1,1185,4,Male,2,1,Laboratory Technician,4,Married,23760,1,Y,No,13,3,2,80,1,2,2,4,2,2,2,2
43,Yes,Travel_Rarely,Sales,9,3,Marketing,1,1188,1,Female,1,2,Sales Executive,3,Single,53460,8,Y,No,13,3,2,80,0,7,2,2,4,3,1,3
32,No,Non-Travel,Sales,2,1,Science,1,1190,3,Female,3,1,Sales Representative,1,Divorced,28270,1,Y,No,12,3,3,80,3,1,3,3,1,0,0,0
56,No,Travel_Rarely,Research & Development,4,4,Technical Degree,1,1191,4,Female,3,5,Manager,1,Divorced,199430,4,Y,No,13,3,4,80,1,28,2,3,5,2,4,2
29,No,Travel_Rarely,Research & Development,6,1,Medical,1,1192,2,Female,3,1,Laboratory Technician,4,Married,31310,1,Y,No,13,3,1,80,1,10,5,3,10,8,0,8
19,No,Travel_Rarely,Research & Development,9,2,Science,1,1193,3,Male,3,1,Research Scientist,1,Single,25520,1,Y,No,25,4,3,80,0,1,4,3,1,1,0,0
45,No,Travel_Rarely,Research & Development,7,3,Medical,1,1195,1,Female,3,1,Research Scientist,3,Married,44770,4,Y,Yes,19,3,3,80,1,7,2,2,3,2,0,2
37,No,Travel_Rarely,Research & Development,1,3,Science,1,1196,4,Female,2,2,Manufacturing Director,4,Married,64740,1,Y,No,13,3,2,80,1,14,2,2,14,8,3,11
20,No,Travel_Rarely,Research & Development,3,3,Science,1,1198,1,Male,2,1,Laboratory Technician,3,Single,30330,1,Y,No,12,3,1,80,0,2,2,2,2,2,1,2
44,Yes,Travel_Rarely,Research & Development,10,4,Science,1,1200,3,Male,3,1,Research Scientist,3,Single,29360,1,Y,Yes,11,3,3,80,0,6,4,3,6,4,0,2
53,No,Travel_Rarely,Research & Development,7,2,Medical,1,1201,4,Female,3,5,Manager,3,Divorced,186060,3,Y,No,18,3,2,80,1,26,6,3,7,7,4,7
29,No,Travel_Rarely,Research & Development,15,1,Science,1,1202,2,Female,1,1,Research Scientist,4,Married,21680,0,Y,Yes,18,3,1,80,1,6,2,2,5,4,1,3
22,Yes,Travel_Frequently,Research & Development,3,4,Science,1,1203,3,Male,2,1,Research Scientist,4,Married,28530,0,Y,Yes,11,3,2,80,1,1,5,3,0,0,0,0
46,No,Travel_Rarely,Sales,2,3,Marketing,1,1204,3,Female,3,4,Manager,1,Married,170480,8,Y,No,23,4,1,80,0,28,2,3,26,15,15,9
44,No,Non-Travel,Research & Development,17,3,Science,1,1206,4,Male,1,1,Research Scientist,3,Single,22900,2,Y,No,13,3,4,80,0,6,3,3,0,0,0,0
33,No,Travel_Rarely,Human Resources,2,3,Human Resources,1,1207,2,Male,3,1,Human Resources,3,Married,36000,1,Y,No,13,3,4,80,1,5,2,3,5,4,1,4
41,Yes,Non-Travel,Research & Development,5,2,Science,1,1210,1,Male,2,1,Research Scientist,1,Divorced,21070,6,Y,No,17,3,1,80,1,5,2,1,1,0,0,0
30,No,Travel_Rarely,Sales,29,4,Science,1,1211,3,Male,3,2,Sales Executive,1,Divorced,41150,8,Y,No,19,3,3,80,3,8,3,3,4,3,0,3
40,No,Travel_Frequently,Sales,2,4,Medical,1,1212,2,Male,3,2,Sales Executive,2,Married,43270,5,Y,No,12,3,4,80,3,5,2,3,0,0,0,0
50,No,Travel_Frequently,Research & Development,2,3,Medical,1,1215,4,Female,3,4,Manager,1,Married,178560,2,Y,No,22,4,3,80,1,32,3,3,2,2,2,2
28,No,Travel_Rarely,Research & Development,19,4,Medical,1,1216,4,Male,2,1,Laboratory Technician,1,Married,31960,1,Y,No,12,3,3,80,3,6,2,3,6,5,3,3
46,No,Travel_Rarely,Research & Development,15,2,Science,1,1217,4,Male,3,5,Research Director,2,Married,190810,5,Y,No,11,3,1,80,1,25,2,3,4,2,0,3
35,No,Travel_Rarely,Sales,17,4,Science,1,1218,3,Male,3,2,Sales Executive,1,Married,89660,3,Y,Yes,15,3,4,80,3,15,2,3,7,7,1,7
24,Yes,Travel_Rarely,Research & Development,17,2,Science,1,1219,4,Female,3,1,Laboratory Technician,2,Married,22100,1,Y,No,13,3,1,80,1,1,3,1,1,0,0,0
33,No,Travel_Frequently,Sales,25,3,Medical,1,1220,2,Female,3,2,Sales Executive,3,Married,45390,1,Y,No,12,3,1,80,1,10,3,2,10,7,0,1
36,No,Travel_Rarely,Research & Development,6,4,Science,1,1221,3,Male,1,1,Laboratory Technician,3,Divorced,27410,1,Y,No,14,3,3,80,1,7,4,3,7,7,1,7
30,No,Travel_Rarely,Research & Development,7,4,Science,1,1224,3,Male,3,2,Laboratory Technician,3,Divorced,34910,1,Y,No,13,3,1,80,3,10,4,2,10,7,8,9
44,No,Travel_Rarely,Research & Development,29,4,Other,1,1225,4,Male,3,2,Research Scientist,4,Single,45410,1,Y,No,25,4,2,80,0,20,3,3,20,11,13,17
20,No,Travel_Rarely,Sales,21,3,Marketing,1,1226,3,Male,4,1,Sales Representative,4,Single,26780,1,Y,No,17,3,4,80,0,2,2,3,2,1,2,2
46,No,Travel_Rarely,Research & Development,2,4,Technical Degree,1,1228,4,Male,3,2,Manufacturing Director,4,Divorced,73790,2,Y,No,11,3,3,80,1,12,3,2,6,3,1,4
42,No,Non-Travel,Human Resources,2,5,Medical,1,1231,4,Male,4,2,Human Resources,1,Married,62720,7,Y,No,16,3,1,80,1,10,3,4,4,3,0,3
60,No,Travel_Rarely,Sales,7,4,Marketing,1,1233,2,Male,4,2,Sales Executive,4,Divorced,52200,0,Y,Yes,18,3,2,80,1,12,3,3,11,7,1,9
32,No,Travel_Frequently,Research & Development,13,3,Other,1,1234,3,Female,2,1,Laboratory Technician,2,Married,27430,1,Y,No,20,4,3,80,1,2,2,3,2,2,2,2
32,No,Travel_Frequently,Research & Development,2,2,Science,1,1235,4,Female,3,2,Research Scientist,3,Single,49980,4,Y,Yes,14,3,4,80,0,10,2,3,8,7,0,7
36,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,1237,3,Female,1,3,Manufacturing Director,1,Divorced,102520,2,Y,Yes,21,4,3,80,1,17,2,3,7,7,7,7
33,No,Travel_Rarely,Research & Development,9,3,Medical,1,1238,1,Male,3,1,Research Scientist,4,Married,27810,0,Y,No,13,3,2,80,1,15,5,3,14,10,4,10
40,No,Travel_Rarely,Sales,10,3,Technical Degree,1,1239,2,Female,2,2,Sales Executive,2,Divorced,68520,7,Y,No,12,3,2,80,1,7,2,4,5,1,1,3
25,No,Travel_Rarely,Sales,10,4,Science,1,1240,3,Male,3,2,Sales Executive,4,Single,49500,0,Y,No,14,3,2,80,0,5,4,3,4,3,1,1
30,No,Travel_Rarely,Research & Development,1,3,Medical,1,1241,4,Male,3,1,Research Scientist,2,Married,35790,0,Y,Yes,21,4,1,80,1,12,2,3,11,9,5,7
42,No,Travel_Frequently,Research & Development,26,5,Medical,1,1242,1,Female,3,3,Research Director,1,Married,131910,3,Y,Yes,17,3,3,80,0,20,6,3,1,0,0,0
35,No,Non-Travel,Sales,8,2,Marketing,1,1243,3,Female,2,3,Sales Executive,4,Married,103770,4,Y,Yes,11,3,2,80,1,16,6,2,13,2,4,12
27,No,Travel_Rarely,Research & Development,14,3,Science,1,1244,1,Male,3,1,Research Scientist,1,Married,22350,1,Y,Yes,14,3,4,80,2,9,3,2,9,7,6,8
54,No,Travel_Frequently,Research & Development,1,4,Science,1,1245,4,Female,3,3,Manufacturing Director,3,Divorced,105020,7,Y,No,17,3,1,80,1,33,2,1,5,4,1,4
44,No,Travel_Rarely,Research & Development,2,1,Science,1,1246,1,Female,4,1,Research Scientist,4,Married,20110,1,Y,No,13,3,4,80,1,10,5,3,10,5,7,7
19,Yes,Non-Travel,Research & Development,10,3,Medical,1,1248,1,Female,2,1,Research Scientist,2,Single,18590,1,Y,Yes,25,4,2,80,0,1,2,4,1,1,0,0
29,No,Travel_Rarely,Research & Development,1,3,Science,1,1249,1,Female,3,1,Research Scientist,4,Divorced,37600,1,Y,No,15,3,1,80,3,3,5,3,3,2,1,2
54,No,Travel_Rarely,Research & Development,3,3,Science,1,1250,4,Male,3,4,Research Director,4,Married,177790,3,Y,No,14,3,1,80,0,36,2,3,10,9,0,9
31,No,Travel_Rarely,Research & Development,11,2,Medical,1,1251,3,Male,3,2,Healthcare Representative,1,Married,68330,1,Y,Yes,12,3,4,80,0,6,2,2,6,5,0,1
31,No,Travel_Rarely,Research & Development,24,3,Medical,1,1252,3,Female,2,2,Healthcare Representative,1,Single,68120,1,Y,No,19,3,2,80,0,10,2,3,10,9,1,8
59,No,Travel_Rarely,Sales,3,3,Science,1,1254,3,Female,2,2,Sales Executive,4,Single,51710,5,Y,No,17,3,4,80,0,13,2,3,6,1,0,5
43,No,Travel_Rarely,Research & Development,3,3,Science,1,1255,3,Male,1,5,Research Director,4,Married,197400,3,Y,No,14,3,2,80,1,25,2,3,8,7,0,7
49,No,Travel_Rarely,Research & Development,4,2,Medical,1,1256,1,Male,2,5,Manager,3,Married,187110,2,Y,No,13,3,3,80,1,23,2,4,1,0,0,0
36,No,Travel_Frequently,Research & Development,3,3,Technical Degree,1,1257,3,Male,3,1,Research Scientist,2,Married,36920,1,Y,No,12,3,3,80,0,12,2,2,11,10,0,7
48,No,Travel_Rarely,Research & Development,2,2,Technical Degree,1,1258,4,Male,4,1,Laboratory Technician,2,Single,25590,5,Y,No,11,3,3,80,0,7,4,2,1,0,0,0
27,No,Travel_Rarely,Research & Development,4,2,Science,1,1259,1,Male,3,1,Research Scientist,3,Divorced,25170,1,Y,No,11,3,2,80,3,5,2,3,5,3,0,3
29,No,Travel_Rarely,Research & Development,7,3,Science,1,1260,3,Male,3,2,Healthcare Representative,4,Divorced,66230,1,Y,Yes,11,3,2,80,2,6,2,3,6,0,1,0
48,No,Travel_Rarely,Research & Development,1,3,Science,1,1263,4,Male,2,5,Research Director,4,Single,182650,6,Y,No,12,3,3,80,0,25,3,4,1,0,0,0
29,No,Travel_Rarely,Research & Development,1,3,Science,1,1264,4,Female,2,4,Research Director,4,Divorced,161240,3,Y,No,14,3,2,80,2,9,2,2,7,7,1,7
34,No,Travel_Rarely,Research & Development,20,3,Technical Degree,1,1265,3,Female,4,1,Research Scientist,3,Married,25850,0,Y,No,17,3,4,80,0,2,5,2,1,0,0,0
44,No,Travel_Rarely,Sales,5,3,Marketing,1,1267,2,Male,3,5,Manager,2,Married,182130,7,Y,No,11,3,3,80,1,26,5,3,22,9,3,10
33,No,Travel_Rarely,Sales,10,5,Marketing,1,1268,4,Male,4,3,Sales Executive,3,Divorced,83800,0,Y,Yes,14,3,4,80,2,10,3,3,9,8,0,8
19,No,Travel_Rarely,Research & Development,25,3,Science,1,1269,2,Female,4,1,Research Scientist,4,Single,29940,1,Y,Yes,12,3,4,80,0,1,2,3,1,0,0,1
23,No,Travel_Rarely,Research & Development,1,2,Science,1,1270,4,Male,3,1,Research Scientist,3,Married,12230,1,Y,No,22,4,4,80,1,1,2,3,1,0,0,1
25,Yes,Travel_Frequently,Sales,24,1,Science,1,1273,3,Male,1,1,Sales Representative,4,Single,11180,1,Y,Yes,14,3,4,80,0,1,4,3,1,0,1,0
26,No,Travel_Rarely,Research & Development,4,2,Science,1,1275,3,Male,3,1,Research Scientist,4,Single,28750,1,Y,Yes,20,4,2,80,0,8,2,2,8,5,2,2
45,Yes,Travel_Rarely,Sales,2,3,Marketing,1,1277,1,Female,1,5,Manager,2,Single,188240,2,Y,Yes,16,3,1,80,0,26,2,3,24,10,1,11
55,No,Non-Travel,Research & Development,8,1,Medical,1,1278,4,Male,2,4,Healthcare Representative,2,Divorced,135770,1,Y,Yes,15,3,4,80,1,34,3,3,33,9,15,0
21,Yes,Travel_Frequently,Research & Development,10,2,Science,1,1279,1,Female,2,1,Laboratory Technician,3,Single,26250,1,Y,No,20,4,3,80,0,2,2,1,2,2,2,2
46,No,Travel_Rarely,Sales,4,2,Marketing,1,1280,4,Female,2,5,Manager,2,Married,187890,2,Y,No,14,3,3,80,1,26,2,3,11,4,0,8
34,No,Travel_Rarely,Sales,2,3,Marketing,1,1281,3,Female,3,2,Sales Executive,1,Single,45380,0,Y,Yes,12,3,4,80,0,4,3,3,3,2,0,2
51,No,Travel_Frequently,Sales,9,3,Science,1,1282,4,Male,3,5,Manager,2,Divorced,198470,4,Y,Yes,24,4,1,80,1,31,5,2,29,10,11,10
59,No,Travel_Rarely,Research & Development,18,4,Medical,1,1283,4,Male,3,3,Manufacturing Director,4,Single,105120,6,Y,No,12,3,4,80,0,25,6,2,9,7,5,4
34,No,Travel_Frequently,Research & Development,19,3,Medical,1,1285,3,Female,3,2,Laboratory Technician,2,Divorced,44440,4,Y,No,13,3,3,80,2,15,2,4,11,8,5,10
